435	31	72
588	36	429
526	31	315
342	5	647
571	39	607
3	39	265
498	24	6
470	24	160
169	28	666
491	34	57
242	1	343
510	24	130
90	10	195
140	29	358
110	3	93
678	21	104
22	16	141
593	19	675
367	25	503
687	39	280
11	29	597
460	26	217
415	7	425
201	18	576
468	21	45
253	4	657
248	1	217
280	31	539
381	7	93
537	27	3
520	24	395
553	32	605
197	11	552
532	9	242
485	15	213
41	39	460
656	9	266
345	30	203
128	13	186
233	5	375
156	18	472
596	6	656
323	22	510
113	13	306
344	1	613
486	17	611
672	20	238
340	33	187
664	20	127
184	5	237
433	26	188
637	1	429
669	6	632
495	8	236
111	3	494
486	7	623
65	27	626
75	28	547
107	21	383
250	1	563
534	2	422
529	13	494
662	13	348
337	34	375
391	16	406
390	5	4
540	13	306
335	28	127
234	20	665
472	33	598
690	29	658
305	18	494
117	40	111
607	36	449
524	27	60
288	8	476
148	7	467
400	13	34
424	12	284
196	25	22
65	8	530
615	40	339
402	0	211
324	30	557
442	7	420
676	23	672
654	0	117
76	38	163
598	23	270
17	37	231
626	1	363
91	27	138
633	27	416
416	18	386
55	1	528
92	27	639
332	13	212
490	7	29
343	21	459
696	39	692
605	20	584
607	27	355
408	7	419
11	29	631
207	13	554
123	27	430
590	4	33
502	30	506
427	34	323
369	29	617
636	4	462
227	26	182
23	18	152
31	5	90
492	31	110
626	10	347
218	6	356
207	12	33
285	4	623
445	6	343
83	18	539
530	19	599
592	19	293
544	20	368
134	12	273
117	39	667
364	25	688
432	34	595
491	30	655
202	32	144
60	24	493
176	22	378
383	39	37
673	22	27
378	1	671
222	40	198
177	20	595
529	21	134
677	9	476
659	25	687
691	11	445
571	17	304
438	29	499
637	31	499
486	0	591
249	14	685
460	27	559
629	12	33
627	33	491
612	14	410
478	34	286
554	34	506
238	24	657
40	33	580
364	12	54
389	0	545
143	7	511
353	10	595
607	13	530
670	28	651
498	0	35
612	12	577
675	18	36
93	27	191
237	21	292
221	21	354
376	31	629
468	34	259
157	6	405
540	4	462
461	10	42
565	32	154
556	34	104
544	2	658
100	36	639
610	32	19
426	17	658
144	20	537
495	19	372
554	35	406
329	9	594
436	29	210
681	38	621
13	18	210
400	11	285
660	16	191
239	26	215
35	34	30
540	23	272
225	8	101
689	38	418
669	18	30
135	26	471
605	24	554
9	11	332
450	11	664
339	12	635
611	9	454
47	23	220
634	8	645
85	9	143
127	29	416
263	6	645
604	21	187
536	1	190
453	1	602
686	14	334
454	23	453
180	21	183
436	8	347
549	25	574
656	14	183
434	20	585
302	36	560
346	33	487
608	21	544
243	32	543
533	18	468
695	32	78
575	25	543
666	23	359
611	40	276
592	15	311
224	0	499
473	23	679
558	6	313
601	23	459
459	27	610
439	27	589
287	1	261
234	8	339
467	16	66
258	4	648
244	23	60
691	28	545
304	29	138
181	10	594
385	24	35
202	20	263
20	21	329
344	0	507
355	39	134
653	29	24
231	17	79
271	18	398
491	2	193
103	7	685
608	3	302
413	23	79
211	31	294
460	8	453
119	11	305
171	8	636
404	32	66
30	1	498
345	21	482
71	25	486
343	27	686
506	23	276
237	9	447
393	39	425
194	31	384
122	1	508
615	18	87
96	4	577
280	13	248
16	24	400
52	11	70
325	5	302
330	36	86
32	20	672
663	17	482
384	36	14
648	14	171
613	31	301
38	8	584
617	24	267
666	30	168
670	30	497
441	20	515
443	6	286
547	31	346
517	25	324
231	32	608
193	17	458
435	27	203
395	7	163
153	30	166
478	18	586
460	6	524
502	7	581
44	24	224
489	3	224
73	28	463
196	24	633
385	32	501
683	14	668
540	19	260
586	21	545
511	22	309
332	38	700
22	35	52
491	7	308
567	35	265
100	34	105
647	35	694
33	1	228
461	10	61
87	7	514
355	29	396
639	23	635
106	3	264
138	30	33
587	27	549
385	2	556
352	4	468
422	1	504
522	39	573
524	25	148
458	30	392
441	31	228
352	2	284
99	6	148
661	3	220
569	2	128
190	25	43
379	29	400
193	21	419
177	9	675
510	15	243
480	22	554
622	28	451
48	1	303
477	3	186
132	2	681
423	36	513
622	24	493
409	31	622
514	4	22
100	7	358
91	36	427
506	5	152
695	22	512
454	9	620
322	16	594
141	20	516
228	40	89
312	7	455
581	35	669
281	10	563
46	8	297
595	16	47
369	0	335
336	26	183
471	21	186
487	1	70
116	17	462
676	10	39
123	3	317
48	31	275
44	11	57
532	17	452
380	19	13
222	28	382
574	23	317
45	1	317
30	33	614
186	15	52
360	28	429
43	14	188
673	40	396
325	2	695
524	20	67
342	34	282
57	20	512
43	40	532
553	22	225
281	16	685
692	6	54
574	25	270
446	27	389
203	29	561
236	6	631
29	18	254
168	5	5
383	36	122
610	28	40
44	18	13
322	37	506
65	13	630
327	29	506
258	25	88
381	16	628
267	14	242
240	25	524
172	1	462
651	2	143
263	17	156
465	30	500
379	37	659
59	6	104
210	33	23
382	4	605
29	12	396
468	16	304
654	0	17
589	0	99
304	38	548
384	21	403
66	28	699
353	14	440
329	8	196
19	22	324
337	32	346
399	40	132
41	25	194
403	28	86
585	37	303
202	30	229
549	3	450
470	8	353
333	31	537
220	37	259
344	7	547
675	1	367
138	37	222
567	36	452
653	3	416
599	18	153
554	17	662
23	2	473
49	5	215
312	31	72
619	25	542
668	5	444
161	9	11
268	6	426
491	15	609
151	13	5
48	12	538
383	29	97
4	38	283
431	16	272
576	37	269
145	34	648
312	24	94
409	40	273
244	36	59
390	13	349
512	16	637
203	35	604
335	37	404
36	13	659
253	28	555
164	18	345
575	31	361
594	15	292
112	10	588
68	1	675
667	21	283
680	2	631
509	2	332
187	13	370
652	38	303
44	33	493
261	16	580
654	4	506
131	20	372
232	32	23
454	29	410
17	26	371
1	24	583
351	23	10
686	28	360
34	4	212
236	32	216
233	13	469
241	22	319
386	4	229
493	3	85
376	39	196
474	2	662
589	0	581
181	12	77
37	15	253
670	24	496
223	37	642
427	32	187
25	23	143
332	25	200
469	25	519
511	31	238
26	32	375
519	2	174
669	8	440
303	25	531
631	8	540
596	23	279
207	6	92
514	1	477
103	34	643
689	26	679
482	34	542
574	14	608
695	25	41
652	36	657
160	25	300
450	30	307
545	32	466
112	12	403
615	20	64
432	2	132
173	0	204
263	13	585
588	6	390
699	38	611
298	34	525
614	11	150
498	19	558
600	2	535
312	39	578
622	11	157
458	35	582
104	28	248
572	38	18
105	27	674
464	8	432
143	28	564
427	4	81
676	14	646
20	10	11
461	40	174
44	15	233
396	16	664
42	20	137
296	5	244
391	27	558
168	28	156
464	29	616
327	6	210
305	26	557
1	20	95
202	17	488
103	29	32
547	5	444
407	12	545
192	3	514
427	2	664
685	39	665
657	28	0
22	2	83
503	28	663
3	39	172
149	27	23
35	5	479
44	28	8
456	33	27
58	10	548
555	8	414
564	29	312
167	4	320
246	24	159
669	25	352
207	5	397
542	14	163
497	23	190
333	10	35
627	27	389
88	5	391
670	4	687
251	31	132
256	30	177
257	12	387
546	28	579
416	4	533
168	32	9
623	28	111
56	36	214
508	1	181
72	10	564
103	28	623
286	29	414
299	20	505
686	0	688
75	29	384
181	29	362
374	6	58
549	17	636
624	23	91
316	39	481
55	39	388
208	21	480
565	29	696
525	23	231
511	36	81
199	4	27
633	29	292
95	38	557
589	16	442
615	17	235
398	35	359
480	15	416
693	13	29
440	4	431
260	6	229
520	33	433
505	16	66
629	27	552
611	3	620
510	18	619
510	39	635
666	36	448
397	1	183
383	29	292
53	25	56
253	6	618
698	23	634
352	23	180
298	28	674
368	15	671
548	5	103
504	0	9
667	14	357
336	27	75
212	32	584
312	28	37
131	8	594
181	20	367
516	19	550
166	0	653
39	12	604
519	36	405
62	1	86
357	25	563
7	38	150
102	24	644
233	22	177
270	28	162
280	4	597
58	3	389
164	20	542
514	28	315
345	19	188
380	16	225
125	6	110
584	31	577
491	25	422
615	29	192
357	1	284
487	12	617
582	16	160
607	25	368
332	5	66
49	17	524
545	27	604
100	18	558
148	5	419
357	13	161
592	18	526
639	9	323
76	15	143
92	31	29
215	14	536
114	15	650
62	4	580
87	11	582
420	1	372
537	0	452
507	4	558
320	3	496
379	10	219
424	8	183
163	11	89
590	35	277
183	7	582
175	31	454
75	31	619
407	12	531
335	7	573
227	31	254
228	26	68
67	23	262
394	36	645
168	33	40
48	39	211
540	23	46
169	26	509
536	30	63
451	6	230
242	19	139
176	37	294
172	22	224
342	5	579
304	16	91
339	8	694
351	32	184
527	8	365
316	1	529
632	40	162
550	16	90
506	16	334
181	30	497
608	32	451
492	29	368
54	6	341
482	31	190
659	14	100
559	37	537
163	3	482
407	14	462
292	6	271
159	0	122
134	22	130
185	13	383
113	3	238
510	40	104
154	19	73
523	0	385
393	16	340
679	36	293
194	36	148
576	29	230
293	32	671
553	21	468
242	2	295
577	11	70
611	24	286
194	35	124
212	32	396
425	0	324
58	38	595
565	10	261
321	30	662
98	19	685
29	0	668
472	1	233
371	35	122
311	20	383
105	9	506
272	7	80
41	32	530
663	37	198
382	0	373
35	26	317
498	21	499
165	11	303
39	12	237
8	40	14
520	12	554
583	32	369
5	37	341
696	9	157
159	2	499
430	22	192
394	34	313
8	20	431
108	9	57
243	8	319
172	9	223
112	10	657
75	32	507
456	13	682
6	4	281
179	40	488
612	38	333
442	30	411
694	32	66
585	5	212
25	14	690
518	11	10
197	32	229
294	30	654
533	3	690
46	20	656
84	35	229
85	34	634
134	24	685
434	20	114
126	35	431
599	12	683
695	25	593
665	40	312
631	33	580
419	18	31
576	22	453
82	20	647
673	0	394
241	5	228
469	27	525
609	18	273
50	13	258
16	5	441
243	7	48
289	17	278
533	27	162
309	11	444
449	5	570
34	23	174
643	8	413
285	22	29
136	28	389
203	8	684
137	7	119
625	22	462
267	0	48
293	14	49
576	39	265
9	18	172
145	18	354
242	9	650
260	14	307
468	12	569
314	22	38
222	21	581
413	7	437
458	30	201
210	24	562
430	34	49
627	1	588
108	34	485
384	4	47
618	25	468
495	15	468
699	31	54
349	29	412
316	0	533
320	9	233
182	39	575
423	19	4
161	29	39
670	33	98
71	14	659
265	0	374
547	28	353
354	37	365
157	0	119
600	35	142
150	34	135
527	18	698
241	32	581
465	23	599
634	19	533
257	12	340
559	2	10
109	20	234
296	14	4
158	13	377
496	35	459
555	30	522
296	40	649
298	36	125
11	16	601
354	12	53
592	17	614
588	27	636
141	2	171
465	14	36
507	39	369
446	12	240
598	19	130
681	3	99
647	11	595
527	10	518
439	9	283
365	28	37
355	4	482
133	39	272
633	40	524
298	14	671
488	30	547
81	5	545
581	38	571
508	18	686
11	23	308
185	14	692
421	32	145
622	28	596
139	19	72
699	25	100
499	10	230
410	33	529
389	11	379
475	30	421
654	18	680
446	21	300
563	0	659
292	25	156
525	21	645
427	30	452
181	22	654
121	40	375
156	26	434
123	28	24
480	13	434
529	14	75
348	2	11
295	1	195
522	26	480
222	39	391
240	25	194
161	4	210
178	27	284
244	14	369
222	19	499
629	35	591
274	19	27
403	14	274
197	24	303
338	4	299
167	27	686
663	10	468
416	3	615
473	31	472
345	20	529
665	34	651
501	40	454
43	26	357
360	18	288
493	39	593
254	6	655
310	12	135
475	39	307
273	14	18
414	20	271
1	19	192
361	8	223
381	39	0
520	26	621
158	3	276
312	38	5
68	30	692
664	18	174
560	23	692
635	5	649
301	12	168
90	6	67
555	24	345
654	22	463
554	34	371
178	35	619
57	12	456
233	4	490
631	23	636
324	4	354
651	31	32
196	38	434
4	0	151
419	4	663
68	16	386
199	19	113
122	13	518
3	1	625
270	15	510
314	30	79
657	12	583
520	20	374
365	2	478
689	2	50
56	30	651
570	22	466
469	0	161
339	12	141
573	21	353
500	4	447
193	40	484
351	24	550
489	8	633
117	17	32
391	2	396
647	5	504
24	39	4
690	34	238
460	21	81
219	40	617
248	24	188
124	20	315
434	22	284
426	6	668
298	37	675
668	2	410
610	15	612
616	19	688
384	26	581
206	25	96
356	37	653
471	31	570
94	13	600
167	24	408
627	5	588
18	2	163
341	14	527
35	12	227
385	29	579
141	28	113
528	29	413
51	12	578
534	24	122
487	28	479
464	5	123
638	35	231
155	20	501
548	21	90
509	23	587
39	21	50
640	6	662
517	6	39
407	0	296
553	9	565
364	2	290
544	36	257
523	9	13
135	40	148
46	26	276
643	40	415
678	0	227
188	32	192
366	3	102
293	36	356
12	17	371
525	31	324
376	25	418
30	22	203
224	24	123
59	6	383
547	11	14
637	35	14
50	32	16
238	14	279
98	35	540
395	16	303
620	1	247
489	9	140
483	12	46
636	6	109
399	30	329
259	17	219
525	24	343
629	24	626
646	37	337
68	36	633
150	1	454
225	9	385
639	3	279
375	5	19
348	18	125
223	6	646
226	1	263
446	37	212
424	8	589
117	6	28
654	33	36
188	19	477
224	12	417
406	12	621
524	14	291
188	21	532
468	7	612
390	30	557
424	39	307
66	9	259
313	12	523
334	17	16
402	27	119
483	37	187
161	13	538
87	28	441
192	17	561
223	16	676
187	4	517
518	40	213
153	1	233
54	0	233
176	2	694
502	35	494
385	40	441
597	12	127
251	12	662
517	7	76
266	27	487
556	40	699
303	20	82
254	35	183
472	24	679
629	15	568
676	18	278
166	8	508
573	17	93
51	34	198
496	38	611
474	39	125
74	33	635
241	14	387
265	20	49
493	38	541
454	31	414
583	40	565
652	38	366
371	16	418
658	19	456
384	14	119
584	18	281
556	23	306
422	3	103
366	35	156
230	24	597
292	26	329
443	1	311
445	21	342
500	38	19
424	5	328
399	40	655
361	4	11
80	7	201
293	22	129
231	17	46
219	23	415
193	39	74
657	1	612
27	33	571
16	19	134
181	38	383
230	9	84
294	7	692
62	5	405
318	22	363
442	35	493
104	37	254
466	32	286
653	34	269
71	11	565
486	28	669
130	18	570
55	33	74
162	30	46
241	12	690
36	17	693
625	8	516
650	14	360
221	6	14
161	8	638
414	1	283
348	20	366
99	27	337
479	20	208
99	27	82
255	18	209
392	19	236
503	0	283
248	39	27
275	36	591
115	24	121
583	20	106
335	24	616
222	30	448
485	14	11
394	9	260
599	3	641
436	31	445
2	12	246
436	34	152
154	12	669
163	17	263
78	14	566
150	22	111
638	33	660
437	2	564
171	16	315
594	2	87
336	7	198
506	19	513
669	24	18
151	29	621
329	31	676
510	22	212
447	29	671
488	0	250
152	19	634
13	35	61
233	32	114
106	38	337
593	13	414
178	35	492
221	24	362
624	8	652
376	28	387
530	27	630
75	7	370
537	6	227
461	39	656
235	21	252
660	17	339
696	24	666
187	29	687
27	17	94
65	26	281
467	15	502
539	22	620
392	29	407
412	11	647
75	30	379
188	23	620
431	33	371
385	6	678
502	1	296
696	5	230
92	26	206
94	38	452
302	4	369
371	18	297
497	23	202
239	33	167
276	6	586
30	0	49
448	7	516
364	14	603
433	10	19
646	10	48
380	21	108
419	36	280
12	39	580
269	36	490
611	17	326
148	16	292
574	29	372
290	17	512
194	24	19
468	33	611
550	25	274
569	9	325
275	4	564
151	35	238
403	5	444
219	30	534
328	18	444
590	38	415
247	24	448
472	11	221
228	14	479
267	28	332
351	20	548
318	9	68
72	0	513
12	14	151
576	14	439
472	34	374
16	36	595
611	19	445
691	4	378
465	0	43
603	22	392
243	20	525
191	22	618
444	20	85
698	18	373
441	34	284
218	16	526
512	6	46
242	11	685
199	5	556
179	33	69
239	37	405
563	33	334
520	10	0
3	15	465
655	12	352
644	0	395
634	12	350
484	1	230
482	20	125
484	13	635
511	1	62
543	30	170
188	6	196
452	14	568
570	33	0
294	27	337
495	28	330
620	35	447
307	29	93
571	7	285
219	28	403
614	37	379
506	2	68
408	31	373
258	28	554
78	40	76
241	13	138
677	16	242
9	23	157
419	4	137
685	24	620
52	32	47
196	5	630
168	11	54
127	7	586
122	8	384
653	20	511
84	25	607
656	20	627
225	9	171
18	0	437
0	35	374
353	2	636
697	35	577
140	35	390
451	30	626
300	1	393
254	37	524
575	4	98
471	15	406
467	40	634
326	17	671
610	25	112
694	14	630
569	35	593
440	39	312
162	1	699
16	1	425
158	26	439
422	10	291
261	28	321
449	18	613
664	16	17
74	22	639
140	22	577
515	40	178
13	14	351
481	39	412
65	22	163
600	9	626
425	0	33
317	23	324
340	38	329
289	36	343
485	40	556
247	36	696
393	31	172
520	26	175
520	31	461
324	35	228
244	2	245
84	24	109
543	39	263
149	10	417
184	29	648
117	30	74
281	9	302
176	35	429
396	34	342
597	36	358
186	25	399
21	13	584
628	10	682
371	14	227
201	21	510
562	14	628
133	0	225
242	21	586
540	35	50
373	36	255
252	38	376
92	23	237
461	15	456
607	6	482
633	18	160
632	38	442
339	12	38
101	21	471
28	5	276
287	4	586
640	15	253
497	35	84
234	30	439
322	18	180
27	15	361
696	25	558
311	10	480
391	13	345
319	40	629
209	29	661
23	19	228
330	20	281
456	2	112
437	18	83
562	18	39
700	16	218
549	15	553
62	21	645
693	26	454
629	33	585
606	8	344
318	7	546
103	1	471
230	34	402
563	25	443
433	7	265
587	36	174
686	22	561
299	26	690
183	36	317
304	28	639
285	13	596
118	25	334
618	30	440
688	25	145
556	6	329
653	26	193
56	13	163
307	33	51
241	35	481
129	30	284
230	9	613
433	0	699
394	22	31
398	31	682
155	28	283
500	40	515
569	9	44
102	30	351
633	32	393
1	7	309
40	5	573
581	30	195
208	31	594
199	13	10
587	26	677
357	31	406
691	19	651
463	29	304
248	8	461
50	40	222
28	8	596
252	6	332
166	37	373
168	6	687
680	18	475
549	5	529
138	2	533
564	12	98
187	11	158
136	8	583
430	37	157
462	22	387
383	14	322
344	7	92
143	28	309
665	16	61
336	38	269
194	32	367
80	25	307
7	24	352
249	23	324
445	9	78
237	0	387
97	40	187
213	15	540
286	32	343
5	20	639
315	37	334
587	0	113
668	16	690
139	14	456
305	23	158
384	17	11
572	15	254
117	6	112
610	3	420
213	29	52
8	8	203
21	22	524
405	8	582
354	37	574
365	17	40
289	12	205
93	40	399
506	36	157
141	35	408
235	1	89
639	2	277
639	8	201
567	29	433
241	4	320
320	22	251
136	8	174
619	0	344
600	23	436
585	23	637
376	8	148
334	21	35
57	10	609
179	33	325
184	9	372
541	20	672
288	17	363
403	24	249
446	39	311
536	35	6
432	26	119
146	29	642
194	39	362
655	32	78
623	38	546
632	34	88
5	2	489
256	16	340
628	29	583
210	6	545
102	40	334
303	21	233
602	7	613
293	17	57
484	37	567
616	25	3
519	37	244
349	4	630
10	17	4
460	31	172
236	30	281
8	37	498
190	27	234
389	25	414
523	10	342
644	11	100
97	28	442
119	16	564
326	27	49
107	29	21
71	35	91
246	14	100
620	26	581
198	14	24
619	20	227
199	11	496
210	17	154
101	7	588
191	20	536
56	14	665
399	10	229
2	30	474
261	38	333
674	21	443
325	13	32
13	25	596
248	3	580
88	33	631
336	3	603
125	3	153
251	26	34
527	12	467
506	39	20
680	10	656
552	35	528
659	17	27
368	39	144
402	16	427
309	27	98
443	19	385
197	15	297
695	1	570
189	26	545
461	30	102
371	34	196
39	16	488
423	3	660
573	4	558
24	24	256
156	10	477
408	22	88
218	28	174
97	13	143
383	33	212
654	6	346
0	35	460
410	33	371
181	26	156
656	12	245
66	17	470
567	31	487
51	1	281
362	21	378
38	5	276
669	9	180
419	13	640
501	19	202
666	36	491
341	4	321
121	36	489
538	39	320
534	10	653
93	33	658
220	3	409
250	24	278
207	18	416
631	21	143
482	33	543
415	20	61
5	30	299
242	36	145
193	10	462
208	1	182
473	40	366
659	37	507
547	7	458
478	6	100
405	13	640
384	40	617
400	1	527
688	31	432
204	5	403
514	24	14
68	11	59
219	5	495
60	18	276
608	3	458
111	2	73
650	13	292
575	1	612
674	24	498
130	6	202
606	25	528
489	0	203
503	19	484
411	13	654
135	11	21
116	11	249
243	39	218
590	28	506
446	26	87
382	31	585
270	6	45
557	24	100
241	36	307
24	30	150
277	2	417
440	22	27
385	35	317
288	16	360
621	28	614
456	39	629
604	40	210
100	29	96
694	7	568
665	28	11
217	4	161
319	37	504
370	32	212
277	37	148
447	6	548
419	40	443
125	4	458
57	11	6
245	10	256
11	34	238
631	24	635
340	35	415
590	5	679
497	4	672
465	11	429
63	7	119
518	39	338
555	22	489
644	6	151
114	35	259
303	28	329
372	16	239
248	2	318
583	32	688
491	12	445
109	6	537
202	29	286
8	3	192
650	16	396
183	32	415
694	40	137
434	36	435
443	5	277
695	35	657
443	10	91
345	36	474
601	25	319
607	32	681
293	36	385
46	37	308
225	28	60
23	14	608
688	20	485
53	14	459
14	35	175
326	32	317
268	9	265
378	11	460
345	10	276
579	8	53
178	35	699
675	1	474
594	31	55
163	13	673
457	23	491
319	39	459
413	28	35
418	37	646
630	3	601
592	10	672
431	22	290
605	4	85
439	22	87
558	17	639
585	10	197
377	31	3
535	27	71
285	13	63
175	4	521
535	29	344
327	12	107
197	23	447
591	36	4
184	7	485
99	26	269
523	0	569
206	24	148
23	12	56
40	14	330
363	23	468
202	30	109
70	3	250
210	1	223
11	40	598
522	25	496
442	33	152
345	16	636
65	5	105
288	26	358
66	10	197
482	38	439
394	11	469
510	35	637
452	26	289
188	21	401
347	1	218
23	39	522
221	4	324
280	14	432
28	39	239
93	7	550
200	31	398
243	35	415
49	31	99
184	33	272
240	20	123
350	23	641
242	40	598
581	8	342
616	4	196
557	32	429
277	39	85
149	11	326
648	18	589
78	40	679
76	32	491
494	17	313
503	5	322
542	1	485
316	36	483
327	25	198
695	22	459
122	38	628
126	5	230
197	3	487
604	35	656
376	31	697
463	25	530
179	11	604
69	19	148
19	22	360
432	10	234
493	27	644
570	18	634
96	39	546
681	37	59
562	15	502
588	27	667
28	6	324
523	8	565
632	26	26
653	16	471
590	28	125
447	29	599
232	28	571
171	32	44
471	38	640
621	22	409
415	37	497
425	21	14
206	11	133
360	39	614
95	9	632
511	9	664
53	37	628
691	36	610
438	40	162
59	30	261
269	10	654
493	8	364
388	31	688
39	17	319
578	4	176
427	22	394
534	32	21
637	12	236
203	23	415
8	0	688
670	30	498
52	8	576
524	40	406
336	23	507
164	26	302
199	27	251
505	15	117
110	0	440
428	40	260
577	28	575
549	32	584
366	40	1
186	2	189
343	10	632
660	32	304
199	17	81
687	10	638
499	4	450
104	13	163
267	12	654
157	9	424
167	19	235
276	1	515
657	30	420
175	0	518
221	21	353
686	12	235
148	6	259
78	1	363
347	7	635
537	6	532
23	36	700
541	9	679
622	10	200
580	21	7
551	1	519
537	16	597
215	36	697
602	40	4
39	37	30
577	33	134
661	35	449
75	13	221
664	17	471
447	20	76
429	36	517
29	3	167
656	31	133
471	21	460
464	25	218
423	33	396
670	19	512
503	7	647
560	5	685
166	38	245
517	18	64
340	36	685
231	12	495
166	20	100
204	26	638
275	19	282
647	40	111
85	28	82
322	36	163
88	37	603
305	19	410
442	30	646
51	28	512
234	28	603
534	1	435
418	19	589
256	25	208
36	31	46
27	37	655
118	38	492
235	21	638
381	32	91
259	24	684
65	8	390
668	26	674
337	37	185
552	12	143
155	8	495
359	39	245
280	22	646
433	17	252
486	26	542
568	30	232
72	10	509
643	22	233
471	32	306
474	14	138
363	15	503
601	28	92
172	4	373
347	24	410
480	7	198
91	10	393
159	36	694
286	5	499
456	36	328
342	19	373
43	25	1
391	28	475
13	12	484
308	12	422
41	27	688
674	7	198
356	28	659
535	36	685
543	13	108
415	34	141
660	35	330
407	4	622
620	8	520
477	17	174
227	14	696
419	12	585
573	3	548
181	40	87
235	36	360
339	7	510
330	19	297
51	10	403
663	31	340
616	21	58
89	21	483
468	9	540
515	16	275
538	12	535
154	17	208
109	14	68
602	20	122
168	17	68
33	40	518
377	22	419
312	22	484
233	30	365
495	6	697
132	27	500
192	35	586
482	20	342
466	36	676
5	27	142
214	20	653
201	13	43
362	16	615
503	24	165
535	11	83
83	31	356
360	27	218
253	34	571
120	14	680
596	5	531
666	24	558
0	24	286
471	11	661
280	0	52
343	19	495
237	9	226
141	25	343
370	11	512
293	10	257
140	38	316
653	4	330
